PK,O*NET-SOC Code,Title,Interests Element ID,Interests Element Name,Scale ID,Scale Name,Data Value,Date,Domain Source
1635,17-3013.00,Mechanical Drafters,1.B.1.f,Conventional,OI,Occupational Interests,4.8,Nov-23,Machine Learning
1636,17-3013.00,Mechanical Drafters,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
1637,17-3013.00,Mechanical Drafters,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
1638,17-3013.00,Mechanical Drafters,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
1639,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.B.1.a,Realistic,OI,Occupational Interests,6.45,Nov-23,Machine Learning
1640,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.B.1.b,Investigative,OI,Occupational Interests,5.08,Nov-23,Machine Learning
1641,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
1642,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.B.1.d,Social,OI,Occupational Interests,1,Nov-23,Machine Learning
1643,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.41,Nov-23,Machine Learning
1644,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5.21,Nov-23,Machine Learning
1645,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
1646,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
1647,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
1648,17-3022.00,Civil Engineering Technologists and Technicians,1.B.1.a,Realistic,OI,Occupational Interests,5.82,Nov-23,Machine Learning
1649,17-3022.00,Civil Engineering Technologists and Technicians,1.B.1.b,Investigative,OI,Occupational Interests,5.46,Nov-23,Machine Learning
1650,17-3022.00,Civil Engineering Technologists and Technicians,1.B.1.c,Artistic,OI,Occupational Interests,2.61,Nov-23,Machine Learning
1651,17-3022.00,Civil Engineering Technologists and Technicians,1.B.1.d,Social,OI,Occupational Interests,1.55,Nov-23,Machine Learning
1652,17-3022.00,Civil Engineering Technologists and Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.92,Nov-23,Machine Learning
1653,17-3022.00,Civil Engineering Technologists and Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5.33,Nov-23,Machine Learning
1654,17-3022.00,Civil Engineering Technologists and Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
1655,17-3022.00,Civil Engineering Technologists and Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
1656,17-3022.00,Civil Engineering Technologists and Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
1657,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.B.1.a,Realistic,OI,Occupational Interests,6.24,Nov-23,Machine Learning
1658,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.B.1.b,Investigative,OI,Occupational Interests,5.2,Nov-23,Machine Learning
1659,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.76,Nov-23,Machine Learning
1660,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.B.1.d,Social,OI,Occupational Interests,1.79,Nov-23,Machine Learning
1661,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.32,Nov-23,Machine Learning
1662,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5,Nov-23,Machine Learning
1663,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
1664,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
1665,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
1666,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
1667,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.B.1.b,Investigative,OI,Occupational Interests,4.38,Nov-23,Machine Learning
1668,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.38,Nov-23,Machine Learning
1669,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.B.1.d,Social,OI,Occupational Interests,1,Nov-23,Machine Learning
1670,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1,Nov-23,Machine Learning
1671,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.B.1.f,Conventional,OI,Occupational Interests,4.58,Nov-23,Machine Learning
1672,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
1673,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
1674,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
1675,17-3024.01,Robotics Technicians,1.B.1.a,Realistic,OI,Occupational Interests,6.98,Nov-23,Machine Learning
1676,17-3024.01,Robotics Technicians,1.B.1.b,Investigative,OI,Occupational Interests,4.08,Nov-23,Machine Learning
1677,17-3024.01,Robotics Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
1678,17-3024.01,Robotics Technicians,1.B.1.d,Social,OI,Occupational Interests,1.09,Nov-23,Machine Learning
1679,17-3024.01,Robotics Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.04,Nov-23,Machine Learning
1680,17-3024.01,Robotics Technicians,1.B.1.f,Conventional,OI,Occupational Interests,4.49,Nov-23,Machine Learning
1681,17-3024.01,Robotics Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
1682,17-3024.01,Robotics Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
1683,17-3024.01,Robotics Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
1684,17-3025.00,Environmental Engineering Technologists and Technicians,1.B.1.a,Realistic,OI,Occupational Interests,6.21,Nov-23,Machine Learning
1685,17-3025.00,Environmental Engineering Technologists and Technicians,1.B.1.b,Investigative,OI,Occupational Interests,5.91,Nov-23,Machine Learning
1686,17-3025.00,Environmental Engineering Technologists and Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.73,Nov-23,Machine Learning
1687,17-3025.00,Environmental Engineering Technologists and Technicians,1.B.1.d,Social,OI,Occupational Interests,1.5,Nov-23,Machine Learning
1688,17-3025.00,Environmental Engineering Technologists and Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.25,Nov-23,Machine Learning
1689,17-3025.00,Environmental Engineering Technologists and Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5.08,Nov-23,Machine Learning
1690,17-3025.00,Environmental Engineering Technologists and Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
1691,17-3025.00,Environmental Engineering Technologists and Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
1692,17-3025.00,Environmental Engineering Technologists and Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
1693,17-3026.00,Industrial Engineering Technologists and Technicians,1.B.1.a,Realistic,OI,Occupational Interests,5.38,Nov-23,Machine Learning
1694,17-3026.00,Industrial Engineering Technologists and Technicians,1.B.1.b,Investigative,OI,Occupational Interests,5.14,Nov-23,Machine Learning
1695,17-3026.00,Industrial Engineering Technologists and Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.19,Nov-23,Machine Learning
1696,17-3026.00,Industrial Engineering Technologists and Technicians,1.B.1.d,Social,OI,Occupational Interests,1.45,Nov-23,Machine Learning
1697,17-3026.00,Industrial Engineering Technologists and Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,2.39,Nov-23,Machine Learning
1698,17-3026.00,Industrial Engineering Technologists and Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5.22,Nov-23,Machine Learning
1699,17-3026.00,Industrial Engineering Technologists and Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
1700,17-3026.00,Industrial Engineering Technologists and Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
1701,17-3026.00,Industrial Engineering Technologists and Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
1702,17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.B.1.a,Realistic,OI,Occupational Interests,6.23,Nov-23,Machine Learning
1703,17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.B.1.b,Investigative,OI,Occupational Interests,5.05,Nov-23,Machine Learning
1704,17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.45,Nov-23,Machine Learning
1705,17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.B.1.d,Social,OI,Occupational Interests,1.05,Nov-23,Machine Learning
1706,17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.98,Nov-23,Machine Learning
1707,17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.B.1.f,Conventional,OI,Occupational Interests,4.71,Nov-23,Machine Learning
1708,17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
1709,17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
1710,17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
1711,17-3027.00,Mechanical Engineering Technologists and Technicians,1.B.1.a,Realistic,OI,Occupational Interests,6.38,Nov-23,Machine Learning
1712,17-3027.00,Mechanical Engineering Technologists and Technicians,1.B.1.b,Investigative,OI,Occupational Interests,5.57,Nov-23,Machine Learning
1713,17-3027.00,Mechanical Engineering Technologists and Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.98,Nov-23,Machine Learning
1714,17-3027.00,Mechanical Engineering Technologists and Technicians,1.B.1.d,Social,OI,Occupational Interests,1.15,Nov-23,Machine Learning
1715,17-3027.00,Mechanical Engineering Technologists and Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.04,Nov-23,Machine Learning
1716,17-3027.00,Mechanical Engineering Technologists and Technicians,1.B.1.f,Conventional,OI,Occupational Interests,4.82,Nov-23,Machine Learning
1717,17-3027.00,Mechanical Engineering Technologists and Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
1718,17-3027.00,Mechanical Engineering Technologists and Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
1719,17-3027.00,Mechanical Engineering Technologists and Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
1720,17-3027.01,Automotive Engineering Technicians,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
1721,17-3027.01,Automotive Engineering Technicians,1.B.1.b,Investigative,OI,Occupational Interests,5.33,Nov-23,Machine Learning
1722,17-3027.01,Automotive Engineering Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.39,Nov-23,Machine Learning
1723,17-3027.01,Automotive Engineering Technicians,1.B.1.d,Social,OI,Occupational Interests,1,Nov-23,Machine Learning
1724,17-3027.01,Automotive Engineering Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.32,Nov-23,Machine Learning
1725,17-3027.01,Automotive Engineering Technicians,1.B.1.f,Conventional,OI,Occupational Interests,4.63,Nov-23,Machine Learning
1726,17-3027.01,Automotive Engineering Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
1727,17-3027.01,Automotive Engineering Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
1728,17-3027.01,Automotive Engineering Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
1729,17-3028.00,Calibration Technologists and Technicians,1.B.1.a,Realistic,OI,Occupational Interests,6.31,Nov-23,Machine Learning
1730,17-3028.00,Calibration Technologists and Technicians,1.B.1.b,Investigative,OI,Occupational Interests,4.14,Nov-23,Machine Learning
1731,17-3028.00,Calibration Technologists and Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.15,Nov-23,Machine Learning
1732,17-3028.00,Calibration Technologists and Technicians,1.B.1.d,Social,OI,Occupational Interests,1.58,Nov-23,Machine Learning
1733,17-3028.00,Calibration Technologists and Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1,Nov-23,Machine Learning
1734,17-3028.00,Calibration Technologists and Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5.54,Nov-23,Machine Learning
1735,17-3028.00,Calibration Technologists and Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
1736,17-3028.00,Calibration Technologists and Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
1737,17-3028.00,Calibration Technologists and Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
1738,17-3029.01,Non-Destructive Testing Specialists,1.B.1.a,Realistic,OI,Occupational Interests,6.16,Nov-23,Machine Learning
1739,17-3029.01,Non-Destructive Testing Specialists,1.B.1.b,Investigative,OI,Occupational Interests,5.05,Nov-23,Machine Learning
1740,17-3029.01,Non-Destructive Testing Specialists,1.B.1.c,Artistic,OI,Occupational Interests,1.25,Nov-23,Machine Learning
1741,17-3029.01,Non-Destructive Testing Specialists,1.B.1.d,Social,OI,Occupational Interests,1.47,Nov-23,Machine Learning
1742,17-3029.01,Non-Destructive Testing Specialists,1.B.1.e,Enterprising,OI,Occupational Interests,1,Nov-23,Machine Learning
1743,17-3029.01,Non-Destructive Testing Specialists,1.B.1.f,Conventional,OI,Occupational Interests,4.83,Nov-23,Machine Learning
1744,17-3029.01,Non-Destructive Testing Specialists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
1745,17-3029.01,Non-Destructive Testing Specialists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
1746,17-3029.01,Non-Destructive Testing Specialists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
1747,17-3029.08,Photonics Technicians,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
1748,17-3029.08,Photonics Technicians,1.B.1.b,Investigative,OI,Occupational Interests,4.26,Nov-23,Machine Learning
1749,17-3029.08,Photonics Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.06,Nov-23,Machine Learning
1750,17-3029.08,Photonics Technicians,1.B.1.d,Social,OI,Occupational Interests,1,Nov-23,Machine Learning
1751,17-3029.08,Photonics Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1,Nov-23,Machine Learning
1752,17-3029.08,Photonics Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5.12,Nov-23,Machine Learning
1753,17-3029.08,Photonics Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
1754,17-3029.08,Photonics Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
1755,17-3029.08,Photonics Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
1756,17-3031.00,Surveying and Mapping Technicians,1.B.1.a,Realistic,OI,Occupational Interests,5.95,Nov-23,Machine Learning
1757,17-3031.00,Surveying and Mapping Technicians,1.B.1.b,Investigative,OI,Occupational Interests,4.03,Nov-23,Machine Learning
1758,17-3031.00,Surveying and Mapping Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.91,Nov-23,Machine Learning
1759,17-3031.00,Surveying and Mapping Technicians,1.B.1.d,Social,OI,Occupational Interests,1,Nov-23,Machine Learning
1760,17-3031.00,Surveying and Mapping Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1,Nov-23,Machine Learning
